AK-47 | Crane Flight,The Dead Hand Collection,0,1,Classified
SCAR-20 | Storm,The Cobblestone Collection,0.06,0.8,Consumer Grade
SCAR-20 | Sand Mesh,The Dust 2 Collection,0.06,0.8,Consumer Grade
SCAR-20 | Palm,The Dust Collection,0.06,0.8,Industrial Grade
SCAR-20 | Torn,The Shattered Web Collection,0,0.45,Mil-Spec Grade
SCAR-20 | Poultrygeist,The Dreams & Nightmares Collection,0,0.57,Mil-Spec Grade
SG 553 | Desert Blossom,The 2021 Mirage Collection,0,0.49,Mil-Spec Grade
SG 553 | Lush Ruins,The Ancient Collection,0,0.7,Consumer Grade
SG 553 | Hypnotic,The Havoc Collection,0,0.08,Restricted
SG 553 | Army Sheen,The Bank Collection,0,0.3,Consumer Grade
SG 553 | Anodized Navy,The Lake Collection,0,0.08,Mil-Spec Grade
SG 553 | Damascus Steel,The Dust 2 Collection,0,1,Mil-Spec Grade
SG 553 | Traveler,The Baggage Collection,0,1,Industrial Grade
SG 553 | Aerial,The Gamma Collection,0,0.6,Mil-Spec Grade
SG 553 | Atlas,The Chroma 3 Collection,0,0.81,Mil-Spec Grade
SG 553 | Hazard Pay,The 2021 Vertigo Collection,0,0.48,Classified
SG 553 | Dragon Tech,The Recoil Collection,0,0.7,Restricted
SG 553 | Cyberforce,The Revolution Collection,0,0.9,Mil-Spec Grade
SG 553 | Cyrex,The Falchion Collection,0,1,Classified
SG 553 | Darkwing,The Prisma 2 Collection,0,1,Restricted
SG 553 | Pulse,The Phoenix Collection,0.1,0.6,Restricted
SG 553 | Integrale,The 2018 Inferno Collection,0,1,Classified
SG 553 | Colony IV,The Shattered Web Collection,0,1,Classified
SG 553 | Triarch,The Gamma 2 Collection,0,1,Restricted
SG 553 | Berry Gel Coat,The Graphic Design Collection,0,0.8,Mil-Spec Grade
SG 553 | Heavy Metal,The Snakebite Collection,0,1,Mil-Spec Grade
SG 553 | Danger Close,The Danger Zone Collection,0.02,0.8,Mil-Spec Grade
SG 553 | Phantom,The Spectrum 2 Collection,0,0.6,Restricted
SG 553 | Ol' Rusty,The Fracture Collection,0,0.7,Mil-Spec Grade
SG 553 | Tiger Moth,The Revolver Case Collection,0,1,Restricted
SG 553 | Basket Halftone,The Radiant Collection,0,0.6,Industrial Grade
SG 553 | Safari Print,The Harlequin Collection,0,0.7,Consumer Grade
SG 553 | Ultraviolet,The Arms Deal Collection,0.06,0.8,Mil-Spec Grade
SG 553 | Candy Apple,The Canals Collection,0,0.7,Industrial Grade
SG 553 | Tornado,The Assault Collection,0.06,0.8,Consumer Grade
SG 553 | Bulldozer,The Chop Shop Collection,0.06,0.8,Restricted
SG 553 | Night Camo,The Ascent Collection,0,0.795222,Consumer Grade
SG 553 | Barricade,The Norse Collection,0,0.65,Consumer Grade
SG 553 | Bleached,The 2021 Dust 2 Collection,0,0.5,Consumer Grade
SG 553 | Gator Mesh,The Mirage Collection,0,0.6,Industrial Grade
SG 553 | Fallout Warning,The Cache Collection,0,0.8,Industrial Grade
SG 553 | Aloha,The Clutch Collection,0,0.55,Mil-Spec Grade
SG 553 | Wave Spray,The Bravo Collection,0.06,0.8,Mil-Spec Grade
SG 553 | Waves Perforated,The Lake Collection,0.06,0.8,Consumer Grade
SSG 08 | Acid Fade,The Safehouse Collection,0,0.03,Mil-Spec Grade
SSG 08 | Carbon Fiber,The 2021 Vertigo Collection,0,0.12,Industrial Grade
SSG 08 | Threat Detected,The Control Collection,0,0.65,Mil-Spec Grade
SSG 08 | Dark Water,The eSports 2014 Summer Collection,0.1,0.26,Mil-Spec Grade
SSG 08 | Abyss,The Breakout Collection,0,1,Mil-Spec Grade
SSG 08 | Blood in the Water,The Arms Deal 2 Collection,0.06,0.2,Covert
SSG 08 | Parallax,The Operation Broken Fang Collection,0,1,Restricted
SSG 08 | Death's Head,The Operation Hydra Collection,0,0.51,Restricted
SSG 08 | Dragonfire,The Glove Collection,0,0.5,Covert
SSG 08 | Fever Dream,The Prisma 2 Collection,0,0.72,Restricted
SSG 08 | Slashed,The Huntsman Collection,0.15,0.8,Mil-Spec Grade
SSG 08 | Mainframe 001,The Fracture Collection,0,1,Mil-Spec Grade
SSG 08 | Necropos,The Wildfire Collection,0,1,Mil-Spec Grade
SSG 08 | Death Strike,The 2021 Dust 2 Collection,0,0.8,Classified
SSG 08 | Big Iron,The Shadow Collection,0,0.64,Classified
SSG 08 | Bloodshot,The Shattered Web Collection,0.14,0.6,Classified
SSG 08 | Turbo Peek,The Operation Riptide Collection,0,0.6,Classified
SSG 08 | Azure Glyph,The Anubis Collection,0.01,0.99,Industrial Grade
SSG 08 | Ghost Crusader,The Chroma 3 Collection,0,1,Restricted
SSG 08 | Hand Brake,The 2018 Inferno Collection,0,1,Mil-Spec Grade
SSG 08 | Zeno,The Sport & Field Collection,0,0.7,Mil-Spec Grade
SSG 08 | Calligrafaux,The Harlequin Collection,0,1,Industrial Grade
SSG 08 | Halftone Whorl,The Graphic Design Collection,0,0.5,Industrial Grade
SSG 08 | Sea Calico,The St. Marc Collection,0,0.5,Restricted
SSG 08 | Mayan Dreams,The Alpha Collection,0.06,0.8,Industrial Grade
SSG 08 | Orange Filigree,The Canals Collection,0,0.5,Mil-Spec Grade
SSG 08 | Detour,The Overpass Collection,0,0.43,Mil-Spec Grade
SSG 08 | Spring Twilly,The 2021 Train Collection,0,0.55,Mil-Spec Grade
SSG 08 | Sans Comic,The Achroma Collection,0,0.5,Consumer Grade
SSG 08 | Tiger Tear,The Boreal Collection,0,0.55,Industrial Grade
SSG 08 | Green Ceramic,The Boreal Collection,0,0.75,Consumer Grade
SSG 08 | Blue Spruce,The Safehouse Collection,0.06,0.8,Consumer Grade
SSG 08 | Red Stone,The Norse Collection,0.06,0.5,Consumer Grade
SSG 08 | Sand Dune,The Baggage Collection,0.06,0.8,Consumer Grade
SSG 08 | Grey Smoke,The Ascent Collection,0,0.6,Consumer Grade
SSG 08 | Blush Pour,The Radiant Collection,0,0.678431,Mil-Spec Grade
SSG 08 | Tropical Storm,The Mirage Collection,0.06,0.8,Industrial Grade
SSG 08 | Lichen Dashed,The Aztec Collection,0.06,0.8,Consumer Grade
SSG 08 | Jungle Dashed,The Ancient Collection,0.06,0.8,Consumer Grade
SSG 08 | Prey,The 2021 Mirage Collection,0,0.48,Consumer Grade
SSG 08 | Memorial,The Fever Collection,0,1,Mil-Spec Grade
SSG 08 | Dezastre,The Kilowatt Collection,0,1,Mil-Spec Grade
SSG 08 | Rapid Transit,The Gallery Collection,0,0.75,Restricted
Zeus x27 | Dragon Snore,The Overpass 2024 Collection,0,0.8,Classified
Zeus x27 | Swamp DDPAT,The Boreal Collection,0,0.6,Consumer Grade
Zeus x27 | Earth Mandala,The Harlequin Collection,0,0.66,Mil-Spec Grade
Zeus x27 | Electric Blue,The Ascent Collection,0,0.75,Industrial Grade
Zeus x27 | Charged Up,The Train 2025 Collection,0,1,Restricted
Zeus x27 | Olympus,The Kilowatt Collection,0,0.67,Classified
Zeus x27 | Tosai,The Fever Collection,0,0.7,Restricted
Tec-9 | Red Quartz,The Train Collection,0,0.4,Restricted
Tec-9 | Titanium Bit,The Arms Deal 3 Collection,0,0.2,Restricted
Tec-9 | Ossified,The Aztec Collection,0,0.08,Mil-Spec Grade
Tec-9 | Re-Entry,The Chroma 3 Collection,0,0.43,Restricted
Tec-9 | Ice Cap,The Gamma Collection,0,0.5,Mil-Spec Grade
Tec-9 | Blue Titanium,The Arms Deal 2 Collection,0,0.04,Mil-Spec Grade
Tec-9 | Brass,The Inferno Collection,0,1,Mil-Spec Grade
Tec-9 | Cut Out,The Operation Hydra Collection,0,1,Mil-Spec Grade
Tec-9 | Isaac,The Huntsman Collection,0,1,Mil-Spec Grade
Tec-9 | Avalanche,The Revolver Case Collection,0,1,Restricted
Tec-9 | Bamboozle,The Prisma Collection,0,0.8,Restricted
Tec-9 | Cracked Opal,The Spectrum 2 Collection,0,1,Mil-Spec Grade
Tec-9 | Flash Out,The CS20 Collection,0,0.7,Mil-Spec Grade
Tec-9 | Rebel,The Revolution Collection,0,1,Mil-Spec Grade
Tec-9 | Mummy's Rot,The Anubis Collection,0,1,Mil-Spec Grade
Tec-9 | Sandstorm,The Phoenix Collection,0.1,0.7,Mil-Spec Grade
Tec-9 | Snek-9,The Horizon Collection,0,1,Mil-Spec Grade
Tec-9 | Decimator,The Shattered Web Collection,0,0.75,Classified
Tec-9 | Remote Control,The 2018 Nuke Collection,0,1,Classified
Tec-9 | Fubar,The Danger Zone Collection,0.14,1,Mil-Spec Grade
Tec-9 | Brother,The Fracture Collection,0,1,Restricted
Tec-9 | Jambiya,The Wildfire Collection,0,1,Mil-Spec Grade
Tec-9 | Fuel Injector,The Gamma 2 Collection,0,1,Classified
Tec-9 | Blast From the Past,The Ancient Collection,0,0.65,Mil-Spec Grade
Tec-9 | Bamboo Forest,The Rising Sun Collection,0,0.6,Consumer Grade
Tec-9 | Urban DDPAT,The Bank Collection,0.06,0.8,Consumer Grade
Tec-9 | Terrace,The Rising Sun Collection,0,1,Mil-Spec Grade
Tec-9 | Hades,The Gods and Monsters Collection,0,1,Industrial Grade
Tec-9 | Safety Net,The 2021 Train Collection,0,0.6,Mil-Spec Grade
Tec-9 | Orange Murano,The Canals Collection,0,1,Industrial Grade
Tec-9 | Toxic,The Cache Collection,0,0.7,Mil-Spec Grade
Tec-9 | Phoenix Chalk,The Havoc Collection,0,0.8,Consumer Grade
Tec-9 | VariCamo,The Dust 2 Collection,0,0.6,Industrial Grade
Tec-9 | Banana Leaf,The Harlequin Collection,0,0.6,Industrial Grade
Tec-9 | Raw Ceramic,The Boreal Collection,0,0.75,Consumer Grade
Tec-9 | Groundwater,The Italy Collection,0.06,0.8,Consumer Grade
Tec-9 | Blue Blast,The Ascent Collection,0,0.8,Consumer Grade
Tec-9 | Tornado,The Alpha Collection,0.06,0.8,Consumer Grade
Tec-9 | Whiteout,The Train 2025 Collection,0.06,1,Restricted
Tec-9 | Tiger Stencil,The Sport & Field Collection,0,0.6,Industrial Grade
Tec-9 | Garter-9,The Boreal Collection,0,0.7,Industrial Grade
Tec-9 | Citric Acid,The Radiant Collection,0,0.6,Industrial Grade
Tec-9 | Rust Leaf,The St. Marc Collection,0,0.5,Industrial Grade
Tec-9 | Army Mesh,The Safehouse Collection,0,0.6,Consumer Grade
Tec-9 | Nuclear Threat,The Nuke Collection,0.06,0.8,Restricted
Tec-9 | Slag,The Kilowatt Collection,0,0.9,Mil-Spec Grade
UMP-45 | Mechanism,The 2021 Vertigo Collection,0,0.49,Industrial Grade
UMP-45 | Fade,The 2021 Dust 2 Collection,0,0.08,Classified
UMP-45 | Blaze,The Mirage Collection,0,0.08,Mil-Spec Grade
UMP-45 | Moonrise,The Prisma Collection,0,0.4,Restricted
UMP-45 | Carbon Fiber,The Bank Collection,0,0.12,Industrial Grade
UMP-45 | Oscillator,The Snakebite Collection,0,0.5,Mil-Spec Grade
UMP-45 | Grand Prix,The Chroma 2 Collection,0.25,0.35,Restricted
UMP-45 | Metal Flowers,The Operation Hydra Collection,0,0.7,Mil-Spec Grade
UMP-45 | Minotaur's Labyrinth,The Gods and Monsters Collection,0,0.39,Mil-Spec Grade
UMP-45 | Briefing,The Gamma 2 Collection,0,1,Mil-Spec Grade
UMP-45 | Primal Saber,The Chroma 3 Collection,0,0.77,Classified
UMP-45 | Riot,The Falchion Collection,0,0.7,Mil-Spec Grade
UMP-45 | Arctic Wolf,The Clutch Collection,0,0.8,Restricted
UMP-45 | Exposure,The Spectrum 2 Collection,0,0.55,Restricted
UMP-45 | Momentum,The Danger Zone Collection,0,0.5,Classified
UMP-45 | Plastique,The CS20 Collection,0,0.8,Restricted
UMP-45 | Wild Child,The Revolution Collection,0,1,Classified
UMP-45 | Corporal,The Phoenix Collection,0.05,0.75,Mil-Spec Grade
UMP-45 | Crime Scene,The Control Collection,0,0.75,Restricted
UMP-45 | Scaffold,The Spectrum Collection,0,1,Restricted
UMP-45 | Gold Bismuth,The Operation Broken Fang Collection,0,0.7,Restricted
UMP-45 | Roadblock,The Recoil Collection,0,1,Mil-Spec Grade
UMP-45 | Crimson Foil,The Sport & Field Collection,0,0.68,Restricted
UMP-45 | Day Lily,The St. Marc Collection,0,0.55,Mil-Spec Grade
UMP-45 | Facility Dark,The 2018 Nuke Collection,0,0.5,Consumer Grade
UMP-45 | Urban DDPAT,The Train Collection,0.06,0.8,Consumer Grade
UMP-45 | Gunsmoke,The Italy Collection,0.06,0.8,Industrial Grade
UMP-45 | Houndstooth,The Havoc Collection,0,0.6,Industrial Grade
UMP-45 | Labyrinth,The Breakout Collection,0,0.4,Mil-Spec Grade
UMP-45 | Mudder,The 2018 Inferno Collection,0.06,0.8,Consumer Grade
UMP-45 | Full Stop,The 2021 Train Collection,0,0.6,Mil-Spec Grade
UMP-45 | Warm Blooded,The Harlequin Collection,0,0.7,Mil-Spec Grade
UMP-45 | Caramel,The Assault Collection,0.06,0.8,Consumer Grade
UMP-45 | Indigo,The Cobblestone Collection,0.06,0.8,Consumer Grade
UMP-45 | Green Swirl,The Boreal Collection,0,0.7,Consumer Grade
UMP-45 | Scorched,The Overpass Collection,0.06,0.8,Consumer Grade
UMP-45 | Fallout Warning,The Nuke Collection,0.06,0.8,Industrial Grade
UMP-45 | Bone Pile,The Bravo Collection,0.06,0.34,Mil-Spec Grade
UMP-45 | Delusion,The Vanguard Collection,0.06,0.35,Mil-Spec Grade
UMP-45 | Motorized,The Kilowatt Collection,0,0.801418,Mil-Spec Grade
UMP-45 | Continuum,The Genesis Collection,0,1,Restricted
UMP-45 | Neo-Noir,The Gallery Collection,0,1,Classified
UMP-45 | K.O. Factory,The Fever Collection,0,1,Classified
UMP-45 | Fragment,The Dead Hand Collection,0,1,Mil-Spec Grade
UMP-45 | Late Night Transit,The Train 2025 Collection,0,1,Mil-Spec Grade
USP-S | Purple DDPAT,The 2021 Mirage Collection,0,0.55,Mil-Spec Grade
USP-S | Serum,The Arms Deal 2 Collection,0,0.25,Classified
USP-S | Target Acquired,The Control Collection,0,0.5,Classified
USP-S | Orange Anolis,The 2021 Dust 2 Collection,0,0.37,Restricted
USP-S | Dark Water,The Arms Deal Collection,0.1,0.26,Restricted
USP-S | Stainless,The Arms Deal 3 Collection,0,0.8,Mil-Spec Grade
USP-S | Caiman,The Huntsman Collection,0,0.4,Classified
USP-S | Business Class,The Baggage Collection,0,1,Mil-Spec Grade
USP-S | Black Lotus,The Operation Riptide Collection,0,0.9,Mil-Spec Grade
USP-S | Cortex,The Clutch Collection,0,1,Classified
USP-S | Cyrex,The Glove Collection,0,0.55,Restricted
USP-S | Guardian,The Phoenix Collection,0,0.38,Restricted
USP-S | Flashback,The Danger Zone Collection,0,0.5,Restricted
USP-S | Kill Confirmed,The Shadow Collection,0,1,Covert
USP-S | Monster Mashup,The Operation Broken Fang Collection,0,0.7,Classified
USP-S | Printstream,The Recoil Collection,0,0.85,Covert
USP-S | Torque,The Falchion Collection,0,0.46,Mil-Spec Grade
USP-S | Road Rash,The Overpass Collection,0,1,Restricted
USP-S | Orion,The Huntsman Collection,0,0.5,Classified
USP-S | Ticket to Hell,The Dreams & Nightmares Collection,0,0.76,Restricted
USP-S | Blueprint,The Operation Hydra Collection,0,0.86,Mil-Spec Grade
USP-S | Neo-Noir,The Spectrum Collection,0,0.7,Covert
USP-S | Lead Conduit,The Wildfire Collection,0,1,Mil-Spec Grade
USP-S | The Traitor,The Snakebite Collection,0,1,Covert
USP-S | Desert Tactical,The Anubis Collection,0,1,Industrial Grade
USP-S | Alpine Camo,The Sport & Field Collection,0,0.68,Mil-Spec Grade
USP-S | Bleeding Edge,The Radiant Collection,0,0.6,Restricted
USP-S | Royal Blue,The Cobblestone Collection,0.06,0.8,Industrial Grade
USP-S | Blood Tiger,The eSports 2014 Summer Collection,0,0.3,Mil-Spec Grade
USP-S | Overgrowth,The Bravo Collection,0.06,0.8,Restricted
USP-S | Night Ops,The Lake Collection,0,0.6,Mil-Spec Grade
USP-S | Para Green,The Chop Shop Collection,0,0.8,Industrial Grade
USP-S | Whiteout,The 2021 Train Collection,0.06,0.8,Classified
USP-S | Royal Guard,The Ascent Collection,0,0.6,Restricted
USP-S | Sleeping Potion,The Harlequin Collection,0,0.7,Restricted
USP-S | Tropical Breeze,The Boreal Collection,0,0.55,Mil-Spec Grade
USP-S | Ancient Visions,The Ancient Collection,0,0.45,Restricted
USP-S | Pathfinder,The Norse Collection,0,0.35,Industrial Grade
USP-S | Forest Leaves,The Safehouse Collection,0.06,0.8,Industrial Grade
USP-S | Check Engine,The 2018 Inferno Collection,0,0.6,Mil-Spec Grade
USP-S | 27,The Gallery Collection,0,1,Mil-Spec Grade
USP-S | PC-GRN,The Fever Collection,0,0.9,Mil-Spec Grade
USP-S | Jawbreaker,The Kilowatt Collection,0,1,Classified
USP-S | Silent Shot,The Dead Hand Collection,0,1,Mil-Spec Grade
XM1014 | Ancient Lore,The Ancient Collection,0,0.5,Restricted
XM1014 | Charter,The Control Collection,0,0.65,Consumer Grade
XM1014 | Frost Borre,The Norse Collection,0,0.5,Mil-Spec Grade
XM1014 | Elegant Vines,The 2021 Mirage Collection,0,0.37,Restricted
XM1014 | Bone Machine,The Cache Collection,0,0.6,Mil-Spec Grade
XM1014 | Zombie Offensive,The Dreams & Nightmares Collection,0,0.5,Restricted
XM1014 | Blue Steel,The Lake Collection,0,1,Industrial Grade
XM1014 | Teclu Burner,The Revolver Case Collection,0,0.65,Restricted
XM1014 | XOXO,The Snakebite Collection,0,0.9,Classified
XM1014 | Scumbria,The Shadow Collection,0,1,Mil-Spec Grade
XM1014 | Quicksilver,The Chroma Collection,0,0.5,Mil-Spec Grade
XM1014 | Ziggy,The Spectrum 2 Collection,0,0.72,Restricted
XM1014 | Seasons,The Spectrum Collection,0,0.5,Restricted
XM1014 | Red Leather,The Baggage Collection,0,0.56,Mil-Spec Grade
XM1014 | Monster Melt,The Overpass 2024 Collection,0,0.75,Restricted
XM1014 | Entombed,The Fracture Collection,0,0.5,Classified
XM1014 | Tranquility,The Vanguard Collection,0,0.5,Classified
XM1014 | Heaven Guard,The Huntsman Collection,0.03,0.5,Restricted
XM1014 | Incinegator,The Prisma Collection,0.14,0.65,Classified
XM1014 | Oxide Blaze,The Clutch Collection,0,0.7,Mil-Spec Grade
XM1014 | Hieroglyph,The Anubis Collection,0,1,Consumer Grade
XM1014 | Black Tie,The Chroma 3 Collection,0,0.75,Restricted
XM1014 | Watchdog,The Operation Riptide Collection,0,1,Mil-Spec Grade
XM1014 | Copperflage,The Boreal Collection,0,0.6,Mil-Spec Grade
XM1014 | Halftone Shift,The Graphic Design Collection,0,0.6,Mil-Spec Grade
XM1014 | Canvas Cloud,The Radiant Collection,0,0.6,Consumer Grade
XM1014 | Blaze Orange,The Militia Collection,0.06,0.8,Mil-Spec Grade
XM1014 | Banana Leaf,The St. Marc Collection,0,0.6,Industrial Grade
XM1014 | Red Python,The eSports 2014 Summer Collection,0.08,0.5,Mil-Spec Grade
XM1014 | VariCamo Blue,The Overpass Collection,0,0.5,Mil-Spec Grade
XM1014 | CaliCamo,The Italy Collection,0,0.6,Industrial Grade
XM1014 | Slipstream,The Gamma 2 Collection,0,0.5,Mil-Spec Grade
XM1014 | Gum Wall Camo,The Ascent Collection,0,0.6,Industrial Grade
XM1014 | Grassland,The Militia Collection,0.06,0.8,Consumer Grade
XM1014 | Jungle,The Alpha Collection,0.06,0.8,Consumer Grade
XM1014 | Blue Spruce,The Lake Collection,0.06,0.8,Consumer Grade
XM1014 | Solitude,Limited Edition Item,0,0.7,Restricted
XM1014 | XoooM,The Harlequin Collection,0,0.6,Industrial Grade
XM1014 | Fallout Warning,The Nuke Collection,0.06,0.8,Industrial Grade
XM1014 | Urban Perforated,The Vertigo Collection,0.06,0.8,Consumer Grade
XM1014 | Blue Tire,The 2021 Vertigo Collection,0,0.55,Consumer Grade
XM1014 | Run Run Run,The Train 2025 Collection,0,0.746575,Mil-Spec Grade
XM1014 | Irezumi,The Kilowatt Collection,0,0.799353,Mil-Spec Grade
XM1014 | Mockingbird,The Fever Collection,0,1,Mil-Spec Grade
